"year","team","conf","seed","postseason","barthag","barthag_perform","wab","wab_perform","w","adjoe","adjoe_perform","adjde","adjde_perform","tor","tord","orb","drb","ftr","ftrd","2p_o","2p_d","3p_o","3p_d","adj_t","actual_rounds","expected_rounds","round_perform","cinderella_matrix","cm_year_rank","avg_seed_cm","cm_perform","avg_round_cm","cm_round_perform"
2021,"Oklahoma","B12",8,"R32","0.8642","0.069","0.3","-1.094",15,"111.0","-0.224","94.5","2.055","15.8","18.7","27.3","27.5","29.1","22.8","50.8","46.3","33.8","35.4","67.6",1,"0.80","0.200","2.100","33","2.325","-0.225","2.709","-0.609"
2014,"Stanford","P12",10,"S16","0.8436","0.049","1.1","-0.294",23,"111.7","0.476","96.5","0.055","17.0","17.0","29.3","28.1","45.0","37.0","49.9","45.8","36.4","34.9","67.2",2,"0.50","1.500","2.080","31","1.525","0.555","5.427","-3.347"
2015,"UCLA","P12",11,"S16","0.8425","0.047","0.0","-1.394",22,"111.8","0.576","96.6","-0.045","17.6","17.9","33.8","28.6","35.7","32.3","47.4","45.4","36.8","35.6","66.8",2,"0.64","1.360","1.938","30","0.224","1.714","5.427","-3.489"
2021,"Syracuse","ACC",11,"S16","0.8402","0.045","0.5","-0.894",16,"112.8","1.576","97.6","-1.045","16.0","20.8","30.1","33.5","28.1","25.1","50.9","49.3","33.7","31.6","69.4",2,"0.64","1.360","1.936","34","0.224","1.712","5.427","-3.491"
2018,"Wichita St.","Amer",4,"R64","0.8671","0.072","3.4","2.006",25,"120.9","9.676","102.7","-6.145","16.5","16.3","35.4","22.6","34.8","33.2","53.8","46.0","38.1","36.3","70.1",0,"1.67","-1.670","1.933","29","7.137","-5.204","-4.507","6.440"
2016,"Pittsburgh","ACC",10,"R64","0.8659","0.071","1.8","0.406",20,"113.9","2.676","96.9","-0.345","17.5","16.9","36.9","27.5","36.1","32.4","50.4","48.4","35.0","35.4","66.3",0,"0.50","-0.500","1.902","33","1.525","0.377","-4.507","6.409"
2013,"Butler","A10",6,"R32","0.8624","0.067","4.7","3.306",26,"109.2","-2.024","93.0","3.555","20.2","17.4","35.9","26.3","38.4","36.1","50.2","45.3","34.3","33.2","64.7",1,"0.73","0.270","1.868","32","4.018","-2.150","2.709","-0.841"
2022,"Notre Dame","ACC",11,"R32","0.8542","0.059","1.9","0.506",24,"112.8","1.576","96.7","-0.145","15.6","15.1","22.1","24.7","27.3","22.2","51.9","49.6","37.9","32.0","65.4",1,"0.64","0.360","1.850","27","0.224","1.626","2.709","-0.859"
2018,"Auburn","SEC",4,"R32","0.8672","0.072","4.3","2.906",26,"114.0","2.776","96.9","-0.345","16.4","20.7","32.1","28.0","39.8","38.1","48.7","47.7","35.7","35.1","73.8",1,"1.67","-0.670","1.833","30","7.137","-5.304","2.709","-0.876"
2013,"San Diego St.","MWC",7,"R32","0.8752","0.080","0.4","-0.994",21,"106.0","-5.224","89.5","7.055","18.1","18.2","31.8","27.9","35.3","28.9","48.3","43.3","32.7","31.8","66.8",1,"1.08","-0.080","1.831","33","2.839","-1.008","2.709","-0.878"
2013,"Notre Dame","BE",7,"R64","0.8748","0.080","3.9","2.506",25,"112.9","1.676","95.4","1.155","17.6","16.0","34.0","29.5","32.0","24.6","50.6","45.9","37.0","32.5","61.7",0,"1.08","-1.080","1.831","33","2.839","-1.008","-4.507","6.338"
2021,"North Carolina","ACC",8,"R64","0.8777","0.083","2.3","0.906",18,"108.8","-2.424","91.6","4.955","20.5","19.3","41.2","26.3","34.9","27.1","48.9","46.8","31.7","34.4","71.8",0,"0.80","-0.800","1.814","35","2.325","-0.511","-4.507","6.321"
2013,"North Carolina St.","ACC",8,"R64","0.8650","0.070","2.2","0.806",24,"115.2","3.976","98.0","-1.445","18.0","16.6","34.7","32.6","40.9","29.0","52.8","47.5","39.1","30.2","68.1",0,"0.80","-0.800","1.801","35","2.325","-0.524","-4.507","6.308"
2021,"Oklahoma St.","B12",4,"R32","0.8750","0.080","4.6","3.206",20,"109.3","-1.924","92.3","4.255","21.4","19.3","31.9","30.2","36.4","30.5","52.8","46.9","33.8","31.7","71.6",1,"1.67","-0.670","1.741","36","7.137","-5.396","2.709","-0.968"
2022,"Providence","BE",4,"S16","0.8554","0.060","5.9","4.506",27,"111.4","0.176","95.5","1.055","17.0","15.6","30.3","27.4","37.0","27.0","49.0","47.1","34.4","30.0","65.3",2,"1.67","0.330","1.621","28","7.137","-5.516","5.427","-3.806"
2023,"Northwestern","B10",7,"R32","0.8642","0.069","1.6","0.206",22,"109.7","-1.524","93.4","3.155","14.7","21.3","28.6","27.7","29.7","31.6","46.7","46.8","32.1","33.8","64.5",1,"1.08","-0.080","1.620","32","2.839","-1.219","2.709","-1.089"
2019,"VCU","A10",8,"R64","0.8838","0.089","1.1","-0.294",25,"104.6","-6.624","87.6","8.955","20.0","23.4","31.0","30.6","35.7","36.6","53.1","43.8","30.5","28.5","69.7",0,"0.80","-0.800","1.620","30","2.325","-0.705","-4.507","6.127"
2014,"Dayton","A10",11,"E8","0.8188","0.024","0.6","-0.794",26,"113.0","1.776","99.1","-2.545","18.1","18.8","33.9","28.8","40.6","43.0","50.4","48.3","37.7","33.2","65.4",3,"0.64","2.360","1.615","32","0.224","1.391","7.704","-6.089"
2016,"Wisconsin","B10",7,"S16","0.8509","0.056","0.4","-0.994",22,"108.8","-2.424","93.5","3.055","17.1","18.6","33.1","27.7","38.0","33.6","46.6","44.8","34.9","37.4","64.1",2,"1.08","0.920","1.607","34","2.839","-1.232","5.427","-3.820"
2017,"Northwestern","B10",8,"R32","0.8564","0.061","2.0","0.606",24,"111.2","-0.024","95.2","1.355","16.0","17.9","30.8","30.6","30.5","36.1","48.8","44.0","34.2","33.3","66.9",1,"0.80","0.200","1.592","37","2.325","-0.733","2.709","-1.117"
2013,"Memphis","CUSA",6,"R32","0.8672","0.072","4.5","3.106",31,"106.1","-5.124","90.2","6.355","20.7","22.1","35.6","31.1","37.2","34.9","51.1","43.8","37.2","33.0","69.3",1,"0.73","0.270","1.573","36","4.018","-2.445","2.709","-1.136"
2022,"Alabama","SEC",6,"R64","0.8612","0.066","2.0","0.606",19,"115.2","3.976","98.3","-1.745","19.8","17.9","35.3","30.5","32.9","34.8","55.9","49.3","30.9","33.8","71.8",0,"0.73","-0.730","1.567","29","4.018","-2.451","-4.507","6.074"
2019,"Saint Mary's","WCC",11,"R64","0.8637","0.069","-0.8","-2.194",22,"113.1","1.876","96.3","0.255","16.2","16.3","31.2","23.0","29.1","29.1","52.3","49.2","37.8","32.1","64.1",0,"0.64","-0.640","1.560","31","0.224","1.336","-4.507","6.067"
2022,"Connecticut","BE",5,"R64","0.8709","0.076","3.1","1.706",23,"113.2","1.976","95.9","0.655","17.3","18.0","37.9","27.6","30.5","31.7","48.0","42.6","35.2","35.3","65.0",0,"1.15","-1.150","1.557","30","6.033","-4.476","-4.507","6.064"
2014,"Cincinnati","Amer",5,"R64","0.8783","0.083","5.3","3.906",27,"108.7","-2.524","91.5","5.055","17.4","22.4","39.1","32.3","38.7","36.0","46.6","43.2","33.5","32.0","63.5",0,"1.15","-1.150","1.464","33","6.033","-4.569","-4.507","5.971"
2014,"New Mexico","MWC",7,"R64","0.8693","0.074","4.4","3.006",27,"112.8","1.576","95.7","0.855","15.9","14.9","32.5","28.2","46.7","31.3","51.7","41.1","33.2","34.8","66.2",0,"1.08","-1.080","1.425","34","2.839","-1.414","-4.507","5.932"
2022,"LSU","SEC",6,"R64","0.8766","0.082","2.3","0.906",22,"106.3","-4.924","89.6","6.955","20.7","25.1","33.8","30.9","33.4","37.8","50.4","47.6","31.6","28.2","68.7",0,"0.73","-0.730","1.383","31","4.018","-2.635","-4.507","5.890"
2015,"Indiana","B10",10,"R64","0.8473","0.052","-0.3","-1.694",20,"119.5","8.276","103.0","-6.445","17.2","15.9","35.3","31.5","32.7","32.8","50.2","50.9","40.6","32.5","67.2",0,"0.50","-0.500","1.383","31","1.525","-0.142","-4.507","5.890"
2019,"Iowa","B10",10,"R32","0.8385","0.043","3.2","1.806",23,"116.1","4.876","100.6","-4.045","17.2","18.4","29.8","29.4","42.3","28.8","51.4","53.5","36.4","32.4","70.9",1,"0.50","0.500","1.374","32","1.525","-0.151","2.709","-1.335"
2018,"Miami FL","ACC",6,"R64","0.8623","0.067","2.7","1.306",22,"113.3","2.076","96.6","-0.045","16.8","18.8","29.1","28.2","29.1","28.1","52.2","48.8","36.4","32.8","68.2",0,"0.73","-0.730","1.368","31","4.018","-2.650","-4.507","5.875"
2019,"Villanova","BE",6,"R32","0.8448","0.050","3.6","2.206",26,"114.6","3.376","98.9","-2.345","16.9","18.0","30.3","27.7","34.4","28.2","53.7","49.7","35.2","34.3","65.1",1,"0.73","0.270","1.351","33","4.018","-2.667","2.709","-1.358"
2016,"Texas","B12",6,"R64","0.8627","0.068","3.2","1.806",20,"112.2","0.976","95.6","0.955","15.4","18.5","30.7","32.0","39.5","38.4","48.5","45.8","34.1","34.5","66.3",0,"0.73","-0.730","1.269","35","4.018","-2.749","-4.507","5.776"
2015,"Purdue","B10",9,"R64","0.8654","0.070","1.0","-0.394",21,"110.5","-0.724","93.9","2.655","19.9","17.6","36.5","30.9","41.7","38.4","50.9","42.3","32.7","35.1","65.0",0,"0.77","-0.770","1.231","32","1.981","-0.750","-4.507","5.738"
2015,"San Diego St.","MWC",8,"R32","0.8691","0.074","1.3","-0.094",26,"103.1","-8.124","87.5","9.055","18.6","21.1","35.7","29.7","36.2","25.7","45.9","42.3","32.0","30.6","61.2",1,"0.80","0.200","1.205","33","2.325","-1.120","2.709","-1.504"
2018,"Virginia Tech","ACC",8,"R64","0.8579","0.063","1.3","-0.094",21,"115.2","3.976","98.6","-2.045","17.0","18.6","23.9","29.4","36.5","29.4","57.3","49.2","38.8","34.7","70.2",0,"0.80","-0.800","1.194","32","2.325","-1.131","-4.507","5.701"
2014,"Saint Joseph's","A10",10,"R64","0.8546","0.060","2.1","0.706",24,"113.8","2.576","97.5","-0.945","18.7","15.3","29.5","27.8","43.6","30.6","52.3","46.0","37.9","34.2","65.9",0,"0.50","-0.500","1.191","35","1.525","-0.334","-4.507","5.698"
2021,"Oregon","P12",7,"S16","0.8350","0.040","3.0","1.606",20,"113.1","1.876","98.2","-1.645","16.8","20.3","28.3","27.2","26.8","27.1","52.9","49.9","37.9","33.6","67.2",2,"1.08","0.920","1.191","37","2.839","-1.648","5.427","-4.236"
2014,"Memphis","Amer",8,"R32","0.8479","0.053","2.8","1.406",23,"112.6","1.376","97.0","-0.445","18.6","20.3","35.8","33.3","39.5","33.8","52.7","49.2","33.0","31.0","69.5",1,"0.80","0.200","1.184","36","2.325","-1.141","2.709","-1.525"
2015,"SMU","Amer",6,"R64","0.8635","0.068","3.1","1.706",26,"111.1","-0.124","94.6","1.955","19.5","20.3","36.6","29.2","43.8","31.2","51.3","42.9","36.3","32.7","63.6",0,"0.73","-0.730","1.169","34","4.018","-2.849","-4.507","5.676"
2016,"Cincinnati","Amer",9,"R64","0.8660","0.071","0.3","-1.094",22,"110.0","-1.224","93.5","3.055","16.3","20.3","36.7","30.6","33.2","27.0","47.7","41.3","34.8","35.7","66.0",0,"0.77","-0.770","1.132","36","1.981","-0.849","-4.507","5.639"
2013,"Cincinnati","BE",10,"R64","0.8730","0.078","1.7","0.306",22,"104.5","-6.724","88.3","8.255","19.4","20.3","38.7","29.8","35.5","32.7","45.5","42.3","31.6","30.4","65.5",0,"0.50","-0.500","1.109","37","1.525","-0.416","-4.507","5.616"
2022,"Indiana","B10",12,"R64","0.8652","0.070","0.2","-1.194",21,"107.7","-3.524","91.6","4.955","17.2","17.6","27.0","25.1","33.5","30.7","50.9","43.9","33.3","33.0","67.2",0,"0.45","-0.450","1.051","32","-3.085","4.136","-4.507","5.558"
2014,"Texas","B12",7,"R32","0.8507","0.056","3.6","2.206",24,"112.4","1.176","96.7","-0.145","17.5","16.3","39.6","30.2","43.4","41.0","46.9","42.9","32.7","35.2","68.7",1,"1.08","-0.080","1.007","37","2.839","-1.832","2.709","-1.702"
2019,"Baylor","B12",9,"R32","0.8400","0.045","0.9","-0.494",20,"114.6","3.376","99.2","-2.645","19.7","18.6","37.9","29.4","32.3","36.5","51.2","47.5","34.1","34.5","66.6",1,"0.77","0.230","1.006","34","1.981","-0.975","2.709","-1.703"
2015,"Davidson","A10",10,"R64","0.8435","0.048","1.7","0.306",23,"118.3","7.076","102.2","-5.645","14.1","17.0","29.6","30.4","28.5","34.6","53.1","51.4","38.7","30.0","67.2",0,"0.50","-0.500","0.979","35","1.525","-0.546","-4.507","5.486"
2015,"Maryland","B10",4,"R32","0.8619","0.067","6.9","5.506",28,"110.2","-1.024","94.0","2.555","18.9","17.2","28.9","30.5","44.5","28.1","48.0","44.1","37.6","31.8","64.5",1,"1.67","-0.670","0.928","36","7.137","-6.209","2.709","-1.781"
2021,"Missouri","SEC",9,"R64","0.8599","0.065","2.1","0.706",16,"111.3","0.076","95.0","1.555","18.9","18.4","28.6","29.2","37.5","36.4","52.6","48.3","32.0","32.7","68.6",0,"0.77","-0.770","0.926","38","1.981","-1.055","-4.507","5.433"
2023,"Indiana","B10",4,"R32","0.8557","0.061","3.4","2.006",23,"113.1","1.876","96.9","-0.345","16.8","16.3","28.1","29.0","29.5","29.8","53.0","45.4","36.8","33.4","67.9",1,"1.67","-0.670","0.922","33","7.137","-6.215","2.709","-1.787"
2019,"Nevada","MWC",7,"R64","0.8618","0.067","3.8","2.406",29,"112.5","1.276","95.9","0.655","14.6","19.2","27.2","24.9","40.8","28.0","54.9","46.3","34.7","33.2","70.8",0,"1.08","-1.080","0.918","35","2.839","-1.921","-4.507","5.425"
2019,"Syracuse","ACC",8,"R64","0.8622","0.067","0.4","-0.994",20,"110.5","-0.724","94.2","2.355","18.5","23.1","30.2","33.4","36.8","34.3","49.3","46.9","33.3","32.9","67.3",0,"0.80","-0.800","0.898","36","2.325","-1.427","-4.507","5.405"
2015,"Oregon","P12",8,"R32","0.8379","0.043","3.0","1.606",25,"114.3","3.076","99.1","-2.545","16.9","16.7","30.2","31.5","29.1","35.4","50.8","47.1","36.9","33.2","66.9",1,"0.80","0.200","0.774","37","2.325","-1.551","2.709","-1.935"
2023,"Iowa St.","B12",6,"R64","0.8678","0.073","2.4","1.006",19,"107.0","-4.224","90.9","5.655","19.6","25.0","33.9","26.5","27.9","40.8","50.0","49.2","33.1","33.7","64.0",0,"0.73","-0.730","0.774","34","4.018","-3.244","-4.507","5.281"
2021,"Rutgers","B10",10,"R32","0.8470","0.052","1.9","0.506",15,"106.7","-4.524","91.9","4.655","16.4","18.9","27.4","29.1","27.7","33.2","51.9","47.4","31.1","32.1","67.8",1,"0.50","0.500","0.683","39","1.525","-0.842","2.709","-2.026"
2017,"Arkansas","SEC",8,"R32","0.8339","0.039","3.9","2.506",26,"114.9","3.676","99.8","-3.245","16.6","18.5","31.9","34.2","38.1","39.1","50.0","46.7","36.5","33.2","71.0",1,"0.80","0.200","0.670","38","2.325","-1.655","2.709","-2.039"
2017,"Minnesota","B10",5,"R64","0.8665","0.071","3.7","2.306",24,"109.3","-1.924","92.9","3.655","16.1","17.6","29.7","30.2","39.6","29.2","47.5","44.5","34.3","30.9","70.9",0,"1.15","-1.150","0.652","39","6.033","-5.381","-4.507","5.159"
2018,"Syracuse","ACC",11,"S16","0.8344","0.039","-0.4","-1.794",23,"106.0","-5.224","92.1","4.455","19.1","19.5","34.7","30.4","40.5","31.4","46.6","45.1","31.7","31.8","64.0",2,"0.64","1.360","0.630","33","0.224","0.406","5.427","-4.797"
2018,"Arkansas","SEC",7,"R64","0.8483","0.053","2.8","1.406",23,"116.7","5.476","100.4","-3.845","15.1","19.4","28.8","31.7","37.4","40.8","51.2","48.2","39.5","35.7","71.1",0,"1.08","-1.080","0.604","34","2.839","-2.235","-4.507","5.111"
2023,"Iowa","B10",8,"R64","0.8385","0.043","0.3","-1.094",19,"119.9","8.676","103.9","-7.345","14.0","18.2","32.1","27.4","32.3","23.8","52.1","52.5","34.0","36.6","69.6",0,"0.80","-0.800","0.574","35","2.325","-1.751","-4.507","5.081"
2013,"UNLV","MWC",5,"R64","0.8749","0.080","1.8","0.406",24,"104.7","-6.524","88.4","8.155","20.2","18.5","33.3","27.1","36.7","29.6","48.9","42.6","32.6","31.6","69.3",0,"1.15","-1.150","0.561","38","6.033","-5.472","-4.507","5.068"
2015,"St. John's","BE",9,"R64","0.8569","0.062","2.3","0.906",20,"110.6","-0.624","94.7","1.855","15.7","19.5","27.6","35.4","35.7","33.3","48.2","44.9","34.5","32.6","67.0",0,"0.77","-0.770","0.523","38","1.981","-1.458","-4.507","5.030"
2017,"Middle Tennessee","CUSA",12,"R32","0.8339","0.039","2.0","0.606",31,"111.2","-0.024","96.6","-0.045","15.6","19.8","30.1","23.8","30.0","38.2","53.6","47.1","36.9","32.8","65.8",1,"0.45","0.550","0.520","40","-3.085","3.605","2.709","-2.189"
2017,"Virginia Tech","ACC",9,"R64","0.8401","0.045","3.3","1.906",22,"118.4","7.176","102.5","-5.945","17.2","16.5","23.4","30.5","40.9","27.3","54.6","49.0","40.3","36.3","70.0",0,"0.77","-0.770","0.506","41","1.981","-1.475","-4.507","5.013"
2018,"Texas","B12",10,"R64","0.8547","0.060","1.4","0.006",19,"109.3","-1.924","93.7","2.855","17.0","18.0","29.4","29.1","33.0","26.2","51.2","47.5","32.0","33.2","66.6",0,"0.50","-0.500","0.491","35","1.525","-1.034","-4.507","4.998"
2013,"Mississippi","SEC",12,"R32","0.8340","0.039","1.6","0.206",27,"110.0","-1.224","95.6","0.955","15.9","21.5","34.1","31.8","38.8","31.1","49.4","46.2","32.4","31.3","70.9",1,"0.45","0.550","0.320","39","-3.085","3.405","2.709","-2.389"
2018,"Arizona","P12",4,"R64","0.8528","0.058","3.8","2.406",27,"117.0","5.776","100.4","-3.845","17.5","16.7","33.2","25.1","36.9","31.2","56.7","47.7","36.9","35.8","68.3",0,"1.67","-1.670","0.319","36","7.137","-6.818","-4.507","4.826"
2022,"Michigan St.","B10",7,"R32","0.8405","0.045","2.9","1.506",23,"111.6","0.376","96.6","-0.045","18.8","15.3","30.7","27.1","29.9","28.3","49.6","48.5","37.8","31.6","67.6",1,"1.08","-0.080","0.296","33","2.839","-2.543","2.709","-2.413"
2021,"Georgetown","BE",12,"R64","0.8516","0.057","-1.0","-2.394",13,"108.5","-2.724","93.2","3.355","21.7","16.2","32.4","27.3","30.3","25.9","46.1","47.4","36.6","32.6","69.5",0,"0.45","-0.450","0.238","40","-3.085","3.323","-4.507","4.745"
2017,"Maryland","B10",6,"R64","0.8448","0.050","3.7","2.306",24,"113.4","2.176","97.9","-1.345","19.0","18.0","30.4","32.3","38.5","32.6","51.0","45.6","36.3","34.2","68.6",0,"0.73","-0.730","0.151","42","4.018","-3.867","-4.507","4.658"
2022,"San Diego St.","MWC",8,"R64","0.8675","0.072","2.6","1.206",23,"102.4","-8.824","86.9","9.655","19.3","21.9","29.5","27.3","31.1","31.0","46.7","43.5","35.4","30.0","65.3",0,"0.80","-0.800","0.103","34","2.325","-2.222","-4.507","4.610"
2018,"San Diego St.","MWC",11,"R64","0.8486","0.054","-1.5","-2.894",22,"110.2","-1.024","94.9","1.655","17.0","19.0","31.6","25.0","35.1","29.6","52.0","47.8","34.1","33.2","70.0",0,"0.64","-0.640","0.045","37","0.224","-0.179","-4.507","4.552"
2019,"Marquette","BE",5,"R64","0.8524","0.057","2.7","1.306",24,"111.7","0.476","95.9","0.655","19.4","16.6","29.4","26.1","35.1","35.9","50.0","45.1","38.8","32.4","70.5",0,"1.15","-1.150","0.038","37","6.033","-5.995","-4.507","4.545"
2022,"Iowa St.","B12",11,"S16","0.8346","0.040","2.8","1.406",22,"101.7","-9.524","88.4","8.155","20.4","24.6","28.4","28.3","27.1","36.7","50.1","50.8","31.5","28.9","66.3",2,"0.64","1.360","0.031","35","0.224","-0.193","5.427","-5.396"
2016,"Stephen F. Austin","Slnd",14,"R32","0.8235","0.028","-1.2","-2.594",24,"110.3","-0.924","96.5","0.055","17.7","25.9","33.5","30.7","34.3","40.2","54.5","49.7","36.9","32.8","68.2",1,"0.15","0.850","0.009","37","-9.236","9.245","2.709","-2.700"
2019,"Mississippi","SEC",8,"R64","0.8433","0.048","0.9","-0.494",20,"113.3","2.076","97.9","-1.345","18.2","20.6","30.2","29.3","30.9","33.5","52.7","48.2","35.8","37.4","69.7",0,"0.80","-0.800","-0.021","38","2.325","-2.346","-4.507","4.486"
2018,"Oklahoma","B12",10,"R64","0.8350","0.040","1.1","-0.294",18,"114.6","3.376","99.5","-2.945","17.3","16.8","28.4","30.0","33.2","25.6","53.3","49.1","35.9","36.2","76.7",0,"0.50","-0.500","-0.029","38","1.525","-1.554","-4.507","4.478"
2019,"Minnesota","B10",10,"R32","0.8284","0.033","2.7","1.306",22,"110.4","-0.824","96.3","0.255","17.1","16.9","31.4","28.4","41.6","28.2","48.5","48.7","31.7","34.0","68.8",1,"0.50","0.500","-0.036","39","1.525","-1.561","2.709","-2.745"
2021,"Utah St.","MWC",11,"R64","0.8569","0.062","-1.1","-2.494",20,"105.2","-6.024","90.0","6.555","19.7","19.7","35.3","21.3","29.4","26.1","49.6","42.9","33.6","33.0","69.0",0,"0.64","-0.640","-0.047","41","0.224","-0.271","-4.507","4.460"
2015,"Oklahoma St.","B12",9,"R64","0.8469","0.052","0.2","-1.194",17,"110.7","-0.524","95.4","1.155","18.5","21.1","26.9","32.6","39.0","42.1","49.2","44.1","34.6","34.4","64.0",0,"0.77","-0.770","-0.087","39","1.981","-2.068","-4.507","4.420"
2015,"Georgia","SEC",10,"R64","0.8482","0.053","1.6","0.206",21,"107.6","-3.624","92.6","3.955","19.2","16.7","32.2","28.5","47.7","34.3","47.2","43.2","34.2","31.2","64.8",0,"0.50","-0.500","-0.116","40","1.525","-1.641","-4.507","4.391"
2022,"Wisconsin","B10",3,"R32","0.8511","0.056","6.5","5.106",25,"108.7","-2.524","93.4","3.155","13.0","17.0","25.9","24.4","32.4","27.2","48.7","49.0","30.7","32.5","66.4",1,"1.83","-0.830","-0.143","36","7.944","-8.087","2.709","-2.852"
2013,"UCLA","P12",6,"R64","0.8475","0.052","3.3","1.906",25,"110.0","-1.224","94.8","1.755","15.8","19.9","30.7","34.0","33.1","24.6","48.9","46.9","33.3","32.4","69.6",0,"0.73","-0.730","-0.147","40","4.018","-4.165","-4.507","4.360"
2021,"VCU","A10",10,"R64","0.8540","0.059","1.3","-0.094",19,"104.6","-6.624","89.7","6.855","20.6","23.5","28.3","31.3","34.0","35.4","51.7","45.9","32.9","30.5","70.0",0,"0.50","-0.500","-0.210","42","1.525","-1.735","-4.507","4.297"
2015,"Cincinnati","Amer",8,"R32","0.8380","0.043","-1.3","-2.694",23,"106.5","-4.724","92.3","4.255","21.0","19.9","37.3","32.3","37.1","26.1","49.6","42.2","32.9","31.9","60.3",1,"0.80","0.200","-0.226","41","2.325","-2.551","2.709","-2.935"
2013,"Boise St.","MWC",13,"R68","0.8332","0.038","-0.2","-1.594",19,"112.0","0.776","97.4","-0.845","18.4","20.0","30.3","24.4","33.7","42.2","48.4","51.0","38.7","34.8","66.2",0,"0.22","-0.220","-0.251","41","-6.387","6.136","-9.897","9.646"
2014,"Saint Louis","A10",5,"R32","0.8477","0.053","3.8","2.406",26,"104.9","-6.324","90.4","6.155","18.6","21.0","28.8","29.0","40.3","35.6","50.5","44.4","31.7","29.6","67.5",1,"1.15","-0.150","-0.266","38","6.033","-6.299","2.709","-2.975"
2019,"Ohio St.","B10",11,"R32","0.8329","0.038","0.9","-0.494",20,"107.8","-3.424","93.8","2.755","18.7","18.2","27.6","25.9","33.7","31.8","49.7","47.9","34.1","32.7","67.2",1,"0.64","0.360","-0.271","40","0.224","-0.495","2.709","-2.980"
2023,"Virginia","ACC",4,"R64","0.8591","0.064","4.1","2.706",25,"110.0","-1.224","94.0","2.555","13.6","19.5","25.6","24.9","34.7","26.3","50.4","46.4","35.0","34.1","61.3",0,"1.67","-1.670","-0.275","36","7.137","-7.412","-4.507","4.232"
2021,"Virginia Tech","ACC",10,"R64","0.8426","0.048","0.9","-0.494",15,"109.3","-1.924","94.5","2.055","17.3","17.6","28.4","24.3","33.2","30.9","51.7","47.6","35.7","33.0","66.5",0,"0.50","-0.500","-0.321","43","1.525","-1.846","-4.507","4.186"
2015,"LSU","SEC",9,"R64","0.8477","0.053","0.5","-0.894",22,"107.8","-3.424","92.8","3.755","20.2","19.1","33.9","32.9","33.5","29.4","50.1","43.9","33.9","30.9","70.1",0,"0.77","-0.770","-0.386","42","1.981","-2.367","-4.507","4.121"
2014,"Kansas St.","B12",9,"R64","0.8473","0.052","0.5","-0.894",20,"107.9","-3.324","92.9","3.655","18.5","19.0","34.7","33.2","40.3","45.4","48.3","45.9","33.1","29.3","64.8",0,"0.77","-0.770","-0.387","39","1.981","-2.368","-4.507","4.120"
2018,"Davidson","A10",12,"R64","0.8230","0.028","-2.9","-4.294",21,"117.0","5.776","102.3","-5.745","14.5","16.2","22.6","23.4","24.6","29.6","56.5","50.3","38.9","35.0","65.5",0,"0.45","-0.450","-0.391","39","-3.085","2.694","-4.507","4.116"
2013,"Colorado","P12",10,"R64","0.8513","0.056","1.4","0.006",21,"104.9","-6.324","90.2","6.355","20.0","19.4","33.6","30.4","40.9","25.3","47.0","44.7","34.4","32.0","65.5",0,"0.50","-0.500","-0.413","42","1.525","-1.938","-4.507","4.094"
2018,"Missouri","SEC",8,"R64","0.8420","0.047","0.4","-0.994",20,"111.0","-0.224","96.0","0.555","20.8","16.0","30.3","27.9","38.3","30.3","50.3","45.4","39.0","32.7","66.8",0,"0.80","-0.800","-0.422","40","2.325","-2.747","-4.507","4.085"
2013,"Oklahoma","B12",10,"R64","0.8391","0.044","0.3","-1.094",20,"110.3","-0.924","95.6","0.955","17.5","19.6","33.2","31.5","35.4","31.4","47.6","46.4","32.3","32.9","66.7",0,"0.50","-0.500","-0.425","43","1.525","-1.950","-4.507","4.082"
2016,"USC","P12",8,"R64","0.8352","0.040","0.2","-1.194",21,"113.7","2.476","98.7","-2.145","16.6","16.7","32.1","31.6","35.1","28.3","49.4","46.6","38.7","32.5","72.1",0,"0.80","-0.800","-0.429","38","2.325","-2.754","-4.507","4.078"
2022,"Davidson","A10",10,"R64","0.8258","0.031","2.1","0.706",27,"115.8","4.576","101.1","-4.545","14.8","16.7","23.6","22.4","32.5","28.0","54.2","48.9","38.5","33.6","64.6",0,"0.50","-0.500","-0.438","37","1.525","-1.963","-4.507","4.069"
2022,"Loyola Chicago","MVC",10,"R64","0.8439","0.049","1.8","0.406",25,"106.9","-4.324","92.3","4.255","18.5","20.1","25.1","24.0","31.5","28.9","54.9","47.3","37.6","30.9","64.6",0,"0.50","-0.500","-0.520","38","1.525","-2.045","-4.507","3.987"
2013,"New Mexico","MWC",3,"R64","0.8641","0.069","6.9","5.506",29,"107.0","-4.224","91.1","5.455","17.6","19.5","29.3","27.6","45.7","25.7","46.1","42.0","35.1","34.6","65.4",0,"1.83","-1.830","-0.530","44","7.944","-8.474","-4.507","3.977"
2013,"Villanova","BE",9,"R64","0.8507","0.056","0.3","-1.094",19,"105.3","-5.924","90.5","6.055","22.9","22.0","33.1","29.5","50.6","40.9","46.0","42.4","33.2","37.3","67.7",0,"0.77","-0.770","-0.583","45","1.981","-2.564","-4.507","3.924"
2016,"Yale","Ivy",12,"R32","0.8209","0.026","-0.1","-1.494",22,"109.1","-2.124","95.6","0.955","19.9","17.8","39.3","24.3","41.7","33.3","51.4","45.5","36.0","32.7","66.8",1,"0.45","0.550","-0.593","39","-3.085","2.492","2.709","-3.302"
